"dev_os","OS Version","temp","title","timestamp","comp_bar","Roll","pos_tech","pos_acc","Make and Model","press","Pitch","editor","Azimuth","cam_vert","cam_hoz","pos_sat","id","Name","What is your name?","Have you seen a butterfly?","If you can, take a photo of the butterfly you have seen.","How many of this butterfly did you see?","Can you see any of these plants within 5 metres (a large room) around you? Tick all that you see.","What did the grasses look like?","Would you like to record more information that would be useful for scientists?","Any other comments?","What was the main colour of the butterfly?","Was it one of these?","What was the butterfly doing?","How would you describe the habitat/area around the butterfly/you? (football pitch area around you)","What kind of urban?","Are you next to a hedgerow?","What type of woodland?","What type of grassland?","What type of farmland?","Was it this butterfly?","geom"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-09T10:26:56.353Z","","2.8316769015768113","","-1","MOTOROLA XT1068","","-16.510447233489867","a0ea0520-3574-4371-b9a3-6af8c208632a.json","86.05429101342101","","","","_936347qup","Penparcau Survey 2016 - V1-3-09-06-2016 11h26m47s","Chloe","No","<i>blank</i>","","Nettle,Ivy,Holly,Dock or sorrel,Grasses",,"Yes","",,,,"Grassland",,"Yes",,"Overgrown, lots of wild flowers, meadow",,,"-4.0805763066242635,52.4070999875582"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T11:45:21.313Z","","3.664765319927022","","7","MOTOROLA XT1068","","-14.008671883919254","a0ea0520-3574-4371-b9a3-6af8c208632a.json","52.041868229914286","","","","_qrp4lv2kl","Penparcau Survey 2016 - V1-3-19-07-2016 12h45m14s","CG","No","<i>blank</i>","","Nettle,Thistle,Grasses",,"No","",,,,,,,,,,,"-4.0831238,52.39946739999998"
"","5.1.1","","Penparcau Survey 2016 - V1-3","2016-07-08T13:26:06.073Z","","-9.0325751301469","","-1","SAMSUNG SM-G800F","","-40.27444608250655","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-174.3327101866516","","","","_w61cwmhd5","Penparcau Survey 2016 - V1-3-08-07-2016 14h24m31s","(08-07-2016 14h17m10s)","No","<i>blank</i>","","Nettle,Dock or sorrel,Grasses",,"Yes","Near the river on the public footpath",,,,"Woodland",,"No","Lots of wild flowers, shrubs and plants",,,,"-4.074882000335915,52.407241024971576"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-16T10:24:56.884Z","","-3.7768815944923113","","-1","MOTOROLA XT1068","","-32.087593513127096","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-36.72889146925835","","","","_kt0c6eobz","Penparcau Survey 2016 - V1-3-16-06-2016 11h24m39s","Aline","Yes","<i>blank</i>","1","Grasses","Mown or grazed, short, very green grass","Yes","Lots of bramble in this area","Brown","Meadow Brown","Resting","Urban",,"Yes",,,,,"-4.073072704606256,52.400077651726384"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-09T10:05:35.676Z","","16.71138456868247","","6","MOTOROLA XT1068","","-25.434116704868206","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-53.37493674079318","","","","_d7r9afo88","Penparcau Survey 2016 - V1-3-09-06-2016 11h05m28s","Chloe","Yes","<br/><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-09-06-2016 11h05m28s/1465466718375.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-09-06-2016 11h05m28s/1465466718375_thumb.jpg" style="width:100px;border:0;"></a>","2","Nettle,Ivy,Dock or sorrel,Grasses",,"Yes","","Brown","Speckled Wood","Resting,Flying","Grassland",,"Yes",,"Overgrown, lots of wild flowers, meadow",,,"-4.0801417,52.40358650000001"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-22T14:19:00.268Z","","2.3662479612948673","","-1","MOTOROLA XT1068","","-12.906136771680274","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-111.0560823570368","","","","_88fk8gpub","Penparcau Survey 2016 - V1-3-22-07-2016 15h18m52s","CG","No","<i>blank</i>","","Nettle,Ivy,Grasses",,"No","",,,,,,,,,,,"-4.08036323651928,52.40794903588284"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-22T14:55:19.187Z","","4.939215866688402","","-1","MOTOROLA XT1068","","-14.81258856432434","a0ea0520-3574-4371-b9a3-6af8c208632a.json","77.30097329013196","","","","_x4435l57i","Penparcau Survey 2016 - V1-3-22-06-2016 15h54m52s","Claire r","No","<i>blank</i>","","Bird's foot trefoil,Dock or sorrel,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","No",,,,,"-4.071176399349955,52.4006131495029"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T14:16:55.902Z","","9.223922879744807","","-1","MOTOROLA XT1068","","-16.11664072406173","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-170.13562724357047","","","","_6watb8lli","Penparcau Survey 2016 - V1-3-30-06-2016 15h16m35s","CG test","No","<i>blank</i>","","Nettle,Ivy,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.062954731608862,52.40171649940638"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T15:34:05.602Z","","8.652541697180098","","-1","MOTOROLA XT1068","","-22.106663692196847","a0ea0520-3574-4371-b9a3-6af8c208632a.json","153.6249290006286","","","","_t0ry8dsmu","Penparcau Survey 2016 - V1-3-30-06-2016 16h33m59s","CG test","No","<i>blank</i>","","Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.061326978458639,52.40505466462548"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-09T12:44:28.106Z","","8.285797251017202","","-1","MOTOROLA XT1068","","-18.189119901276825","a0ea0520-3574-4371-b9a3-6af8c208632a.json","143.6566094164535","","","","_6q6nw3kxj","Penparcau Survey 2016 - V1-3-09-06-2016 13h44m21s","Chloe","No","<i>blank</i>","","Ivy,Grasses",,"Yes","",,,,"Urban","Built-up areas with little to no green spaces","No",,,,,"-4.076677337202673,52.40399212944597"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T15:10:40.577Z","","6.243850300052537","","274.17498779296875","MOTOROLA XT1068","","-18.519888887307616","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-37.93134968773368","","","","_92rhqlptb","Penparcau Survey 2016 - V1-3-30-06-2016 16h10m35s","CG test","No","<i>blank</i>","","Bird's foot trefoil,Grasses",,"No","",,,,,,,,,,,"-4.0594105,52.40286889999999"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T14:23:47.451Z","","12.461080791588596","","-1","MOTOROLA XT1068","","-20.330934036304008","a0ea0520-3574-4371-b9a3-6af8c208632a.json","129.18602037670274","","","","_h3rz16yis","Penparcau Survey 2016 - V1-3-30-06-2016 15h23m38s","CG test","No","<i>blank</i>","","Nettle,Ivy,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.061536878770916,52.40148752361271"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-14T10:37:06.683Z","","0.5059098173061701","","24","MOTOROLA XT1068","","-21.778828272414575","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-54.40403451284983","","","","_gpw21ak0c","Penparcau Survey 2016 - V1-3-14-07-2016 11h36m58s","Chloe test","No","<i>blank</i>","","Ivy,Grasses",,"No","",,,,,,,,,,,"-4.0808925000000436,52.39966919999991"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-13T11:53:51.537Z","","8.660604735495298","","7","MOTOROLA XT1068","","-19.913810968596742","a0ea0520-3574-4371-b9a3-6af8c208632a.json","142.2921561863384","","","","_zjwv2y3ea","Penparcau Survey 2016 - V1-3-13-06-2016 12h53m45s","Chloe","No","<i>blank</i>","","Nettle,Ivy,Holly,Burdock,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","Yes",,,,,"-4.060363799999995,52.40208020000024"
"","6.0.1","","Penparcau Survey 2016 - V1-3","2016-06-13T14:57:18.814Z","","25.483442623506743","","-1","LGE NEXUS 5","","-15.70619075117357","a0ea0520-3574-4371-b9a3-6af8c208632a.json","162.61143621237107","","","","_43psc80y3","Penparcau Survey 2016 - V1-3-13-06-2016 15h56m33s","Chloe","No","<i>blank</i>","","Nettle,Ivy,Thistle,Dock or sorrel,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","No",,,,,"-4.070318145927314,52.40032005347959"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-09T09:29:49.568Z","","15.309945864211745","","4","MOTOROLA XT1068","","-18.237313716060434","a0ea0520-3574-4371-b9a3-6af8c208632a.json","168.71994759468026","","","","_2upz0x1p0","Penparcau Survey 2016 - V1-3-09-06-2016 10h29m41s","Chloe","No","<i>blank</i>","","Nettle,Ivy,Grasses",,"Yes","",,,,"Urban","Built-up areas with green spaces","Yes",,,,,"-4.0728145,52.399978499999996"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T11:36:23.423Z","","-3.157944579501154","","-1","MOTOROLA XT1068","","-51.48971915250504","a0ea0520-3574-4371-b9a3-6af8c208632a.json","158.55039697717825","","","","_7qivlq7y6","Penparcau Survey 2016 - V1-3-30-06-2016 12h36m16s","Greg","No","<i>blank</i>","","Nettle,Grasses",,"Yes","",,,,"Gorse",,"No",,,,,"-4.074760422966097,52.407520692739574"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T11:26:44.489Z","","6.978667664171896","","9","MOTOROLA XT1068","","-12.42638343060493","a0ea0520-3574-4371-b9a3-6af8c208632a.json","47.5109324703921","","","","_9wae77bm5","Penparcau Survey 2016 - V1-3-19-07-2016 12h26m37s","CG","Yes","<i>blank</i>","1","Nettle,Grasses",,"No","","Brown","Speckled Wood","Resting,Flying",,,,,,,,"-4.08043530000004,52.39936629999973"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-13T11:55:33.530Z","","10.999949648866544","","6","MOTOROLA XT1068","","-29.68856811433557","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-46.2752351363209","","","","_qrsy4z47b","Penparcau Survey 2016 - V1-3-13-06-2016 12h55m26s","Chloe","No","<i>blank</i>","","Nettle,Thistle,Dock or sorrel,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","Yes",,,,,"-4.060075300000007,52.40258980000003"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-13T12:09:04.482Z","","3.4873966196826034","","9","MOTOROLA XT1068","","-42.550828604561325","a0ea0520-3574-4371-b9a3-6af8c208632a.json","171.4475289982115","","","","_aunoepyr2","Penparcau Survey 2016 - V1-3-13-06-2016 13h08m58s","Chloe","No","<i>blank</i>","","Ivy,Dock or sorrel,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","No",,,,,"-4.061620499999999,52.405178699999915"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T13:49:48.896Z","","5.063616663362782","","-1","MOTOROLA XT1068","","-17.82390114861978","a0ea0520-3574-4371-b9a3-6af8c208632a.json","141.6297781010089","","","","_afirbvvh1","Penparcau Survey 2016 - V1-3-21-06-2016 14h49m41s","Chloe new path","No","<i>blank</i>","","Ivy,Grasses",,"Yes","",,,,"Urban","Built-up areas with green spaces","No",,,,,"-4.072142439456172,52.399900530418115"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-27T13:35:37.859Z","","2.2205604531853185","","-1","MOTOROLA XT1068","","-11.638322180584384","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-20.229087378042657","","","","_w2a0cgic3","Penparcau Survey 2016 - V1-3-27-06-2016 14h35m27s","Megd","Yes","<i>blank</i>","1","Grasses","Overgrown, lots of wild flowers, meadow","Yes","","Brown",,"Resting,Flying","Grassland",,"Yes",,"Overgrown, lots of wild flowers, meadow",,,"-4.068172401907486,52.40348629456215"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-14T10:30:11.413Z","","-0.5115558757896849","","28","MOTOROLA XT1068","","-21.22504336469911","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-42.2258072227171","","","","_eef78c4n3","Penparcau Survey 2016 - V1-3-14-07-2016 11h30m02s","Chloe test","No","<i>blank</i>","","Thistle,Grasses",,"No","",,,,,,,,,,,"-4.079918499999994,52.39937709999989"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-12T14:05:35.689Z","","2.3553111208863844","","8","MOTOROLA XT1068","","-37.616290136793914","a0ea0520-3574-4371-b9a3-6af8c208632a.json","66.24086845769783","","","","_fifedxy0l","Penparcau Survey 2016 - V1-3-12-07-2016 15h05m30s","Louise king","Yes","<i>blank</i>","","Thistle,Dock or sorrel,Grasses",,"Yes","","Brown","Meadow Brown","Feeding","Urban","Built-up areas with green spaces","No",,,,,"-4.067071400000038,52.40341179999983"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-17T16:22:33.971Z","","3.919921550524834","","-1","MOTOROLA XT1068","","-22.092253700595414","a0ea0520-3574-4371-b9a3-6af8c208632a.json","163.64062277688694","","","","_6ldv5vo7i","Penparcau Survey 2016 - V1-3-17-06-2016 17h21m42s","Debra","Yes","<i>blank</i>","1","Nettle,Ivy,Grasses",,"Yes","","Brown","Speckled Wood","Resting","Gorse",,"No",,,,,"-4.077478702920251,52.398808370191574"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T13:58:26.712Z","","6.709837394855718","","-1","MOTOROLA XT1068","","-13.943867049074173","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-136.16886427466528","","","","_ah6ybvu02","Penparcau Survey 2016 - V1-3-20-07-2016 14h58m12s","CG","No","<i>blank</i>","","Nettle,Ivy,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.072254528869276,52.4050169985053"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-16T11:58:07.536Z","","-5.772924978479437","","-1","MOTOROLA XT1068","","-25.28219280715961","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-121.49371106927265","","","","_l6zeqljov","Penparcau Survey 2016 - V1-3-16-06-2016 12h57m48s","Aline","Yes","<i>blank</i>","2","Nettle,Grasses",,"No","","Brown","Speckled Wood","Flying",,,,,,,,"-4.082052893132958,52.407262592681995"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-15T11:01:58.352Z","","-3.4093363086492317","","-1","MOTOROLA XT1068","","-22.289290997771943","a0ea0520-3574-4371-b9a3-6af8c208632a.json","49.726587780536285","","","","_soxjm8jg9","Penparcau Survey 2016 - V1-3-15-06-2016 12h01m31s","A chamb","No","<i>blank</i>","","Nettle,Ivy,Thistle,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.078621582055014,52.405982557996666"
"","5.1.1","","Penparcau Survey 2016 - V1-3","2016-07-08T14:03:41.172Z","","-0.6633648875820047","","42","SAMSUNG SM-G800F","","-33.51742189888298","a0ea0520-3574-4371-b9a3-6af8c208632a.json","130.79193445435615","","","","_os1wzcr32","Penparcau Survey 2016 - V1-3-08-07-2016 15h03m34s","Snoopy","Yes","<br/><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-08-07-2016 15h03m34s/modified_1467986520475.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-08-07-2016 15h03m34s/modified_1467986520475_thumb.jpg" style="width:100px;border:0;"></a>","1","Grasses","Overgrown, lots of wild flowers, meadow","Yes","","Brown","Ringlet","Resting","Grassland",,"No",,"Overgrown, lots of wild flowers, meadow",,,"-4.0694736,52.40250299999999"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T15:11:21.719Z","","11.515949950093496","","-1","MOTOROLA XT1068","","-5.931444277605324","a0ea0520-3574-4371-b9a3-6af8c208632a.json","122.80191086138353","","","","_rwjrgoxwe","Penparcau Survey 2016 - V1-3-20-07-2016 16h11m12s","CG","No","<i>blank</i>","","Nettle,Bird's foot trefoil,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.071148149108083,52.40495545428742"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T14:15:29.113Z","","3.3374425912193235","","-1","MOTOROLA XT1068","","-20.021323268774623","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-162.3313847960222","","","","_8diozl43n","Penparcau Survey 2016 - V1-3-30-06-2016 15h15m17s","CG test","No","<i>blank</i>","","Ivy,Grasses",,"No","",,,,,,,,,,,"-4.062852189559858,52.40187897500469"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T11:22:34.836Z","","16.402969084257837","","-1","MOTOROLA XT1068","","-59.07809688642964","a0ea0520-3574-4371-b9a3-6af8c208632a.json","120.31049007859467","","","","_j43zo96yg","Penparcau Survey 2016 - V1-3-30-06-2016 12h22m29s","Greg","Yes","<br/><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-30-06-2016 12h22m29s/1467285715720.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-30-06-2016 12h22m29s/1467285715720_thumb.jpg" style="width:100px;border:0;"></a>","1","Grasses","Overgrown, lots of wild flowers, meadow","No","","Orange","Small Tortoiseshell","Resting",,,,,,,,"-4.0730345221816,52.4069267669434"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T11:04:53.860Z","","-13.504264975034753","","-1","MOTOROLA XT1068","","-62.08256732872402","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-152.4235123860017","","","","_38gv1pkql","Penparcau Survey 2016 - V1-3-30-06-2016 12h04m38s","Greg",,"<i>blank</i>","","Bird's foot trefoil,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","No",,,,,"-4.062499502927354,52.407494547690376"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-09T12:51:43.333Z","","0.4886514767382818","","-1","MOTOROLA XT1068","","-21.8428032392755","a0ea0520-3574-4371-b9a3-6af8c208632a.json","103.54118038310861","","","","_ltp39ewbr","Penparcau Survey 2016 - V1-3-09-06-2016 13h51m30s","Chloe","No","<i>blank</i>","","Holly,Grasses",,"Yes","",,,,"Urban","Built-up areas with little to no green spaces","No",,,,,"-4.074016198853863,52.40185426555612"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-09T10:40:39.458Z","","0","","-1","MOTOROLA XT1068","","-24.021397942983203","a0ea0520-3574-4371-b9a3-6af8c208632a.json","13.182464027384187","","","","_nysm8oc71","Penparcau Survey 2016 - V1-3-09-06-2016 11h40m30s","Chloe","Yes","<i>blank</i>","1","Nettle,Thistle,Grasses",,"Yes","","White","Small White","Flying","Grassland",,"Yes",,"Overgrown, lots of wild flowers, meadow",,,"-4.081729428375677,52.408083233956816"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-09T09:43:28.024Z","","10.680334361750381","","-1","MOTOROLA XT1068","","-20.770666737711306","a0ea0520-3574-4371-b9a3-6af8c208632a.json","8.808071080996813","","","","_roj232ngn","Penparcau Survey 2016 - V1-3-09-06-2016 10h43m13s","Chloe","Yes","<i>blank</i>","1","Nettle,Grasses",,"Yes","","White","Small White","Flying","Farmland",,"Yes",,,"Grazed field (sheep/cattle/horses etc.)",,"-4.076930439828091,52.400373324400974"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T13:19:36.507Z","","3.561533200481214","","-1","MOTOROLA XT1068","","-9.63667974902514","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-29.869745712259327","","","","_v88dfgx5g","Penparcau Survey 2016 - V1-3-20-07-2016 14h19m26s","CG","No","<i>blank</i>","","Nettle,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.0706406044687995,52.40094844102536"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T15:21:56.025Z","","3.1529369836224768","","-1","MOTOROLA XT1068","","-17.052786451703682","a0ea0520-3574-4371-b9a3-6af8c208632a.json","70.07301439342518","","","","_ec9vsb3e5","Penparcau Survey 2016 - V1-3-30-06-2016 16h21m48s","CG test","No","<i>blank</i>","","Nettle,Ivy,Thistle,Burdock,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.0591985929509296,52.40345612488433"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T10:56:59.802Z","","1.3748347974884092","","14","MOTOROLA XT1068","","-9.533940897303454","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-70.47111879938853","","","","_0tothgixu","Penparcau Survey 2016 - V1-3-19-07-2016 11h56m51s","CG","Yes","<i>blank</i>","1","Nettle,Ivy,Grasses",,"No","","Brown","Speckled Wood","Flying",,,,,,,,"-4.0765907,52.3993461"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T14:10:54.292Z","","10.597335610503679","","13","MOTOROLA XT1068","","-18.46877858174841","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-141.4748011087413","","","","_bgc82t626","Penparcau Survey 2016 - V1-3-21-06-2016 15h10m48s","Chloe new path","No","<i>blank</i>","","Thistle,Grasses",,"No","",,,,,,,,,,,"-4.077216199999986,52.40092449999975"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-17T15:13:52.674Z","","2.695792209030112","","18","MOTOROLA XT1068","","-24.87299788153144","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-129.68779339388857","","","","_6rlhu8ma2","Penparcau Survey 2016 - V1-3-17-06-2016 16h13m46s","Debra","No","<i>blank</i>","","Nettle,Thistle,Dock or sorrel,Grasses",,"Yes","",,,,"Grassland",,"No",,"Overgrown, lots of wild flowers, meadow",,,"-4.085459799999982,52.40080629999996"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-12T14:00:42.409Z","","-0.7659406685372563","","15","MOTOROLA XT1068","","-40.28187391322894","a0ea0520-3574-4371-b9a3-6af8c208632a.json","31.766062357948744","","","","_nbahgxu1e","Penparcau Survey 2016 - V1-3-12-07-2016 15h00m28s","Louise king","Yes","<i>blank</i>","","Bird's foot trefoil,Thistle,Grasses",,"Yes","","Brown","Ringlet","Resting","Urban",,"No",,,,,"-4.067028400000019,52.403548799999996"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-27T13:51:00.439Z","","2.7441027773598465","","-1","MOTOROLA XT1068","","-18.190462033448732","a0ea0520-3574-4371-b9a3-6af8c208632a.json","134.899979051417","","","","_qkjv1epuj","Penparcau Survey 2016 - V1-3-27-06-2016 14h50m00s","Megd","Yes","<i>blank</i>","1","Thistle,Dock or sorrel",,"No","","Brown","Ringlet","Flying",,,,,,,,"-4.068306338248856,52.40349041324766"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T13:46:43.784Z","","-6.546290649613878","","-1","MOTOROLA XT1068","","-14.932793063527395","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-107.47937866607874","","","","_xospsln8k","Penparcau Survey 2016 - V1-3-20-07-2016 14h46m35s","CG","No","<i>blank</i>","","Nettle,Ivy,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.071141398174759,52.404445037473316"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-13T12:18:52.858Z","","13.289857653025235","","4","MOTOROLA XT1068","","-19.737008106836377","a0ea0520-3574-4371-b9a3-6af8c208632a.json","164.550458615846","","","","_4dz0ck296","Penparcau Survey 2016 - V1-3-13-06-2016 13h18m45s","Chloe","No","<i>blank</i>","","Nettle,Ivy,Dock or sorrel,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","No",,,,,"-4.0657176000000375,52.40412110000004"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-22T15:13:28.688Z","","9.243333423592338","","-1","MOTOROLA XT1068","","-14.23143167351005","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-161.9774990347455","","","","_dlz3qb5mh","Penparcau Survey 2016 - V1-3-22-06-2016 16h13m17s","Claire r","No","<i>blank</i>","","Nettle,Dock or sorrel,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","No",,,,,"-4.069760737593986,52.40104613800531"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T15:21:45.855Z","","12.158887609497844","","-1","MOTOROLA XT1068","","-27.46046478442903","a0ea0520-3574-4371-b9a3-6af8c208632a.json","103.67415733605958","","","","_qedfugsf0","Penparcau Survey 2016 - V1-3-21-06-2016 16h21m32s","Chloe new path","Yes","<i>blank</i>","1","Ivy,Grasses",,"No","Suspect fifth sighting of same individual","Orange","Small Tortoiseshell","Flying",,,,,,,,"-4.078492010070474,52.39969330594706"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-22T12:54:51.885Z","","3.4646179388006106","","-1","MOTOROLA XT1068","","-16.154058207882354","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-9.865627690003969","","","","_adc7krfwk","Penparcau Survey 2016 - V1-3-22-07-2016 13h54m35s","CG","No","<i>blank</i>","","Ivy,Grasses",,"No","",,,,,,,,,,,"-4.072744919254203,52.401485414595435"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-14T09:50:30.469Z","","12.026688444338602","","12","MOTOROLA XT1068","","-21.472019589992186","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-146.13215683961127","","","","_s529ghxsh","Penparcau Survey 2016 - V1-3-14-07-2016 10h50m25s","Chloe test","No","<i>blank</i>","","Ivy,Grasses",,"Yes","",,,,"Urban","Built-up areas with green spaces","No",,,,,"-4.072298000000022,52.4005054000001"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T13:36:56.660Z","","-3.1411295075382286","","-1","MOTOROLA XT1068","","-7.743261664864749","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-81.77140723398618","","","","_8hvjmrdfw","Penparcau Survey 2016 - V1-3-20-07-2016 14h36m48s","CG","No","<i>blank</i>","","Nettle,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.068833175641051,52.402503334727704"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-13T11:40:39.643Z","","3.41094481819877","","96","MOTOROLA XT1068","","-22.610723115207325","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-176.34379108587018","","","","_a8zm1p60t","Penparcau Survey 2016 - V1-3-13-06-2016 12h40m33s","Chloe","No","<i>blank</i>","","Nettle,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","Yes",,,,,"-4.066655400000012,52.40274749999974"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-17T15:50:05.995Z","","7.089930591977758","","96","MOTOROLA XT1068","","-24.89534455294843","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-142.86134317063224","","","","_i42drxak2","Penparcau Survey 2016 - V1-3-17-06-2016 16h49m59s","Debra","Yes","<br/><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-17-06-2016 16h49m59s/1466178489882.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-17-06-2016 16h49m59s/1466178489882_thumb.jpg" style="width:100px;border:0;"></a>","1","Nettle,Grasses",,"Yes","","Orange","Large Skipper","Resting,Flying","Gorse",,"No",,,,,"-4.08308839999998,52.39962419999975"
