"dev_os","OS Version","temp","title","timestamp","comp_bar","Roll","pos_tech","pos_acc","Make and Model","press","Pitch","editor","Azimuth","cam_vert","cam_hoz","pos_sat","id","Name","What is your name?","Have you seen a butterfly?","If you can, take a photo of the butterfly you have seen.","How many of this butterfly did you see?","Can you see any of these plants within 5 metres (a large room) around you? Tick all that you see.","What did the grasses look like?","Would you like to record more information that would be useful for scientists?","Any other comments?","What was the main colour of the butterfly?","Was it one of these?","What was the butterfly doing?","How would you describe the habitat/area around the butterfly/you? (football pitch area around you)","What kind of urban?","Are you next to a hedgerow?","What type of woodland?","What type of grassland?","What type of farmland?","Was it this butterfly?","geom"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T11:20:37.536Z","","5.927504112227873","","-1","MOTOROLA XT1068","","-67.16815542998626","a0ea0520-3574-4371-b9a3-6af8c208632a.json","69.45849544360996","","","","_ujq6r5obw","Penparcau Survey 2016 - V1-3-30-06-2016 12h20m26s","Greg","No","<i>blank</i>","","Bird's foot trefoil,Grasses",,"Yes","",,,,"Gorse",,"No",,,,,"-4.0717505309182425,52.405963964297484"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T15:22:47.461Z","","9.502194178041236","","-1","MOTOROLA XT1068","","-11.601537343035634","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-33.81648856188116","","","","_h9nkj9qvy","Penparcau Survey 2016 - V1-3-20-07-2016 16h22m38s","CG","No","<i>blank</i>","","Nettle,Ivy,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.06764194734684,52.40310485359116"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-06T14:28:56.354Z","","7.372312383494064","","96","MOTOROLA XT1068","","-19.408703111548668","a0ea0520-3574-4371-b9a3-6af8c208632a.json","168.0351118473598","","","","_t5oszkg6r","Penparcau Survey 2016 - V1-3-06-06-2016 15h28m50s","Chloe","No","<i>blank</i>","","Lady's smock,Dock or sorrel,Grasses",,"Yes",,,,,"Urban","Parks, playgrounds, allotments or community grasslands","No",,,,,"-4.071206899999957,52.40043459999988"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T13:55:27.455Z","","6.093464902454489","","-1","MOTOROLA XT1068","","-18.895137772760826","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-33.09192501925328","","","","_duvj5mgaj","Penparcau Survey 2016 - V1-3-30-06-2016 14h55m19s","CG test","No","<i>blank</i>","","Ivy,Grasses",,"No","",,,,,,,,,,,"-4.0690936640322874,52.40039827959367"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-15T11:54:19.407Z","","7.2330046989561305","","300","MOTOROLA XT1068","","-17.018234232239877","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-111.28399893945095","","","","_o1gh6t2xf","Penparcau Survey 2016 - V1-3-15-06-2016 12h54m15s","A chamb","No","<i>blank</i>","","Nettle,Ivy,Grasses",,"No","",,,,,,,,,,,"-4.0813676,52.4077252"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-14T10:56:26.990Z","","9.731119920905261","","15","MOTOROLA XT1068","","-23.808050154068685","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-38.33130507496212","","","","_d9mtavf4y","Penparcau Survey 2016 - V1-3-14-07-2016 11h56m21s","Chloe test","Yes","<i>blank</i>","1","Grasses","Long grass, maybe grazed, some flowers","No","","Orange","Gatekeeper","Resting,Flying",,,,,,,,"-4.082997299999979,52.40069599999988"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T15:00:15.720Z","","10.47423511109254","","-1","MOTOROLA XT1068","","-19.561315150816142","a0ea0520-3574-4371-b9a3-6af8c208632a.json","138.51291689592196","","","","_fp6wcl3ux","Penparcau Survey 2016 - V1-3-30-06-2016 16h00m09s","CG test","No","<i>blank</i>","","Nettle,Ivy,Holly,Bird's foot trefoil,Burdock,Grasses",,"No","",,,,,,,,,,,"-4.060997955197222,52.401843292734036"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-13T11:51:37.460Z","","7.0165017895318895","","9","MOTOROLA XT1068","","-19.905469600072866","a0ea0520-3574-4371-b9a3-6af8c208632a.json","119.91540461624444","","","","_omrglc4va","Penparcau Survey 2016 - V1-3-13-06-2016 12h51m30s","Chloe","No","<i>blank</i>","","Nettle,Ivy,Dock or sorrel,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","Yes",,,,,"-4.060861999999956,52.40139379999984"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-09T09:49:10.335Z","","-2.3298067676387335","","-1","MOTOROLA XT1068","","-22.017242855583042","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-38.939219231849926","","","","_lz33ht56a","Penparcau Survey 2016 - V1-3-09-06-2016 10h48m57s","Chloe","No","<i>blank</i>","","Nettle,Thistle,Grasses",,"Yes","",,,,"Farmland",,"Yes",,,"Grazed field (sheep/cattle/horses etc.)",,"-4.077550135964037,52.40134764036782"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-17T15:42:26.519Z","","0.7345210513032571","","6","MOTOROLA XT1068","","-25.375920078045112","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-103.22615839820928","","","","_t09ogh9x7","Penparcau Survey 2016 - V1-3-17-06-2016 16h42m21s","Debra","Yes","<br/><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-17-06-2016 16h42m21s/1466177952190.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-17-06-2016 16h42m21s/1466177952190_thumb.jpg" style="width:100px;border:0;"></a>","","Nettle,Grasses",,"Yes","Small tortoise shell, pre mating behaviour.","Orange",,"Other","Grassland",,"No",,"Overgrown, lots of wild flowers, meadow",,,"-4.084038300000009,52.39998740000014"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-14T09:53:34.145Z","","11.46044612535068","","17","MOTOROLA XT1068","","-25.640299625343378","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-48.728584444676116","","","","_4vr60hbc3","Penparcau Survey 2016 - V1-3-14-07-2016 10h53m29s","Chloe test","No","<i>blank</i>","","Nettle,Ivy,Grasses",,"No","",,,,,,,,,,,"-4.073479499999987,52.399994700000136"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T10:26:33.571Z","","-5.771584980741645","","-1","MOTOROLA XT1068","","-20.849596403759975","a0ea0520-3574-4371-b9a3-6af8c208632a.json","152.6087880974275","","","","_n7bqve970","Penparcau Survey 2016 - V1-3-19-07-2016 11h26m25s","CG","No","<i>blank</i>","","Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.070950040527161,52.40070720370682"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-09T12:27:50.987Z","","8.804997495870307","","692.3419799804688","MOTOROLA XT1068","","-21.053267522167875","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-162.5842793802311","","","","_tybbs61aj","Penparcau Survey 2016 - V1-3-09-06-2016 13h27m46s","Chloe","No","<i>blank</i>","","Ivy,Grasses",,"Yes","",,,,"Urban","Built-up areas with little to no green spaces","No",,,,,"-4.0840296,52.4087833"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T11:37:01.822Z","","8.376005266932854","","4","MOTOROLA XT1068","","-9.982738967286652","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-51.841316800409786","","","","_qvty9yjxt","Penparcau Survey 2016 - V1-3-19-07-2016 12h36m47s","CG","No","<i>blank</i>","","Nettle,Grasses",,"No","",,,,,,,,,,,"-4.081552399999983,52.39926350000023"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T15:03:22.977Z","","10.228100706614667","","-1","MOTOROLA XT1068","","-19.442802830979957","a0ea0520-3574-4371-b9a3-6af8c208632a.json","137.53704678806722","","","","_vm3m437jh","Penparcau Survey 2016 - V1-3-30-06-2016 16h03m15s","CG test","No","<i>blank</i>","","Nettle,Thistle,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.060447256332422,52.402107143919736"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-12T13:59:39.087Z","","8.171233634294932","","12","MOTOROLA XT1068","","-38.28545059996923","a0ea0520-3574-4371-b9a3-6af8c208632a.json","43.57754947078681","","","","_2998t7gdc","Penparcau Survey 2016 - V1-3-12-07-2016 14h59m34s","Louise king","Yes","<i>blank</i>","","Bird's foot trefoil,Thistle,Grasses",,"Yes","","Orange","Gatekeeper","Resting","Urban","Built-up areas with green spaces","No",,,,,"-4.067066700000024,52.40357660000022"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T11:46:36.391Z","","1.1017060980284716","","6","MOTOROLA XT1068","","-56.70761143308501","a0ea0520-3574-4371-b9a3-6af8c208632a.json","61.117174731056075","","","","_gnym56qir","Penparcau Survey 2016 - V1-3-30-06-2016 12h46m29s","Greg","No","<i>blank</i>","","Bird's foot trefoil",,"Yes","",,,,"Gorse",,"No",,,,,"-4.071113099999998,52.40468959999997"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-12T14:30:58.870Z","","2.4598813170792795","","8","MOTOROLA XT1068","","-31.599183761052405","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-106.79262363560147","","","","_simerfker","Penparcau Survey 2016 - V1-3-12-07-2016 15h30m49s","Louise king","Yes","<i>blank</i>","","Nettle,Thistle,Dock or sorrel,Grasses",,"Yes","","Brown","Meadow Brown","Flying","Urban","Built-up areas with green spaces","No",,,,,"-4.066887399999981,52.40342209999993"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T13:50:46.174Z","","2.6425453349211616","","890.2639770507812","MOTOROLA XT1068","","-25.576310998104116","a0ea0520-3574-4371-b9a3-6af8c208632a.json","20.4168048820967","","","","_yvk1okah6","Penparcau Survey 2016 - V1-3-30-06-2016 14h50m42s","CG test","No","<i>blank</i>","","Ivy,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.071829999999973,52.40109049999973"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-06T14:43:04.536Z","","15.809260013296356","","37.5","MOTOROLA XT1068","","-19.414329479877466","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-144.52883823384246","","","","_i0vom61et","Penparcau Survey 2016 - V1-3-06-06-2016 15h42m59s","Chloe","Yes","<br/><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-06-06-2016 15h42m59s/modified_1465224145070.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-06-06-2016 15h42m59s/modified_1465224145070_thumb.jpg" style="width:100px;border:0;"></a>","1","Nettle,Ivy,Holly,Lady's smock,Thistle,Dock or sorrel,Grasses",,"Yes",,"Brown","Speckled Wood","Resting,Flying","Urban","Built-up areas with green spaces","Yes",,,,,"-4.072425399999963,52.4010952999999"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-12T13:52:35.332Z","","-2.3859438789836567","","13","MOTOROLA XT1068","","-49.83647527899804","a0ea0520-3574-4371-b9a3-6af8c208632a.json","33.849905262395446","","","","_wmalligl5","Penparcau Survey 2016 - V1-3-12-07-2016 14h52m09s","Louise king","Yes","<i>blank</i>","","Thistle,Grasses",,"Yes","","Orange","Gatekeeper","Resting","Urban","Built-up areas with green spaces","No",,,,,"-4.067162999999997,52.40348389999972"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-17T15:08:09.790Z","","0","","14","MOTOROLA XT1068","","-29.702112379459706","a0ea0520-3574-4371-b9a3-6af8c208632a.json","66.02114810228768","","","","_vb5w0l9dh","Penparcau Survey 2016 - V1-3-17-06-2016 16h07m59s","Debra","No","<i>blank</i>","","Nettle,Bird's foot trefoil,Grasses",,"Yes","",,,,"Grassland",,"No",,"Long grass, maybe grazed, some flowers",,,"-4.0861453,52.40165889999999"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-14T10:50:56.101Z","","2.4844157834647884","","20","MOTOROLA XT1068","","-14.578827047527946","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-51.34908897258906","","","","_envchbvkm","Penparcau Survey 2016 - V1-3-14-07-2016 11h50m49s","Chloe test","No","<i>blank</i>","","Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.082703799999989,52.400438300000175"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T14:50:46.357Z","","2.500410378953666","","-1","MOTOROLA XT1068","","-22.511668296769216","a0ea0520-3574-4371-b9a3-6af8c208632a.json","79.87128958802364","","","","_iak6a97fa","Penparcau Survey 2016 - V1-3-21-06-2016 15h50m39s","Chloe new path","No","<i>blank</i>","","Ivy,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.082607470524033,52.402201262780814"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T12:12:35.501Z","","7.001267479474999","","9","MOTOROLA XT1068","","-22.36144170106937","a0ea0520-3574-4371-b9a3-6af8c208632a.json","127.01356942815347","","","","_rjhf6w9je","Penparcau Survey 2016 - V1-3-19-07-2016 13h12m29s","CG","Yes","<br/><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-19-07-2016 13h12m29s/1468930319786.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-19-07-2016 13h12m29s/1468930319786_thumb.jpg" style="width:100px;border:0;"></a>","1","Nettle,Bird's foot trefoil,Thistle,Dock or sorrel,Grasses",,"No","On clover","Blue","Common Blue","Feeding",,,,,,,,"-4.083480699999956,52.39940779999991"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-23T10:28:41.590Z","","16.282515283150076","","14","MOTOROLA XT1068","","8.744484581144933","a0ea0520-3574-4371-b9a3-6af8c208632a.json","57.58424572248864","","","","_vqzn4dywe","Penparcau Survey 2016 - V1-3-23-06-2016 11h28m33s","Rachel","Yes","<i>blank</i>","1","Nettle,Dock or sorrel,Grasses",,"Yes","","Brown","Speckled Wood","Flying","Gorse",,"No",,,,,"-4.084631799999977,52.402743500000234"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-16T17:55:35.368Z","","12.439561426834825","","-1","MOTOROLA XT1068","","-30.69223709211226","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-48.57748358476251","","","","_ob4cva6ak","Penparcau Survey 2016 - V1-3-16-06-2016 18h55m04s","Melissa","No","<i>blank</i>","","Nettle,Ivy,Grasses",,"Yes","",,,,"Urban","Built-up areas with green spaces","No",,,,,"-4.0733276634453395,52.40015626832449"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T12:24:49.202Z","","0.8569242844496738","","11","MOTOROLA XT1068","","-20.714756516712875","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-176.25689741924927","","","","_3us4upla2","Penparcau Survey 2016 - V1-3-19-07-2016 13h24m43s","CG","No","<i>blank</i>","","Nettle,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.0837111000000315,52.39975070000022"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-16T11:24:35.961Z","","-7.523821347210579","","-1","MOTOROLA XT1068","","-16.661795687760886","a0ea0520-3574-4371-b9a3-6af8c208632a.json","12.647478361585536","","","","_pe08fx1o4","Penparcau Survey 2016 - V1-3-16-06-2016 12h24m07s","Aline","Yes","<i>blank</i>","1","Nettle,Ivy,Dock or sorrel,Grasses",,"No","","Brown","Speckled Wood","Resting",,,,,,,,"-4.080831445225578,52.403346830835396"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T11:08:51.894Z","","-0.7994241234785099","","-1","MOTOROLA XT1068","","-62.38299319936703","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-172.46387480708773","","","","_98gqc10uy","Penparcau Survey 2016 - V1-3-30-06-2016 12h08m45s","Greg","No","<i>blank</i>","","Ivy,Grasses",,"Yes","",,,,"Gorse",,"No",,,,,"-4.065435119652971,52.408655160272346"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-15T11:11:04.007Z","","2.949399694233624","","736.5250244140625","MOTOROLA XT1068","","-27.227635588454344","a0ea0520-3574-4371-b9a3-6af8c208632a.json","59.46924132962876","","","","_6gwm9ar3t","Penparcau Survey 2016 - V1-3-15-06-2016 12h10m51s","A chamb","No","<i>blank</i>","","Ivy,Thistle,Grasses",,"No","",,,,,,,,,,,"-4.0775653,52.40157119999999"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T15:33:24.665Z","","10.412544842508984","","-1","MOTOROLA XT1068","","-16.94738297243204","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-115.75434409084596","","","","_c8vjywf7n","Penparcau Survey 2016 - V1-3-30-06-2016 16h33m17s","CG test","No","<i>blank</i>","","Thistle,Grasses",,"No","",,,,,,,,,,,"-4.060960925092246,52.40520749443746"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-22T15:26:41.547Z","","16.908391130007733","","-1","MOTOROLA XT1068","","-10.344245512129795","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-58.7748979589836","","","","_9u2b1nhvv","Penparcau Survey 2016 - V1-3-22-06-2016 16h22m41s","Claire r","No","<i>blank</i>","","Nettle,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","Yes",,,,,"-4.071776446406082,52.40109297474617"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-07T16:27:19.897Z","","15.65654210609675","","11","MOTOROLA XT1068","","-16.477042485806624","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-152.88706366459215","","","","_pjczvib9c","Penparcau Survey 2016 - V1-3-07-06-2016 17h27m14s","Chloe","Yes","<i>blank</i>","2","Grasses","Long grass, maybe grazed, some flowers","Yes","","Brown","Speckled Wood","Flying","Gorse",,"Yes",,,,,"-4.077452600000007,52.3989051999999"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-17T15:34:41.905Z","","0.12482721659004399","","96","MOTOROLA XT1068","","-18.659303293551332","a0ea0520-3574-4371-b9a3-6af8c208632a.json","36.36662506587004","","","","_oigf5yhpt","Penparcau Survey 2016 - V1-3-17-06-2016 16h34m37s","Debra","Yes","<br/><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-17-06-2016 16h34m37s/1466177596401.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-17-06-2016 16h34m37s/1466177596401_thumb.jpg" style="width:100px;border:0;"></a><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-17-06-2016 16h34m37s/1466177616238.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-17-06-2016 16h34m37s/1466177616238_thumb.jpg" style="width:100px;border:0;"></a>","1","Nettle,Grasses",,"Yes","","Orange","Large Skipper","Resting","Gorse",,"No",,,,,"-4.084298600000008,52.400089799999726"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-14T10:34:39.121Z","","2.9801701233313547","","45","MOTOROLA XT1068","","-19.888404372431587","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-107.79556861332615","","","","_q3c1ykyp3","Penparcau Survey 2016 - V1-3-14-07-2016 11h34m31s","Chloe test","No","<i>blank</i>","","Grasses","Long grass, maybe grazed, some flowers","No","",,,,,,,,,,,"-4.080353699999962,52.39956469999993"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-09T12:35:58.399Z","","12.130162395169709","","-1","MOTOROLA XT1068","","-20.940038353654696","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-120.94851170934389","","","","_h8knhy06v","Penparcau Survey 2016 - V1-3-09-06-2016 13h35m49s","Chloe","No","<i>blank</i>","","Ivy,Grasses",,"Yes","",,,,"Urban","Built-up areas with green spaces","Yes",,,,,"-4.0790147398748005,52.406517273924855"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-30T10:44:22.907Z","","-0.12509974380597014","","-1","MOTOROLA XT1068","","-20.253795587365175","a0ea0520-3574-4371-b9a3-6af8c208632a.json","168.86540330324488","","","","_6pcti5t9l","Penparcau Survey 2016 - V1-3-30-06-2016 11h43m57s","Greg","No","<i>blank</i>","","Nettle,Ivy,Thistle,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","No",,,,,"-4.07154336638923,52.40055580743792"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T13:55:36.975Z","","-1.2188752184756901","","-1","MOTOROLA XT1068","","-35.67542358224309","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-38.6380693611549","","","","_rf9fskfow","Penparcau Survey 2016 - V1-3-21-06-2016 14h55m26s","Chloe new path","No","<i>blank</i>","","Nettle,Ivy,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.075420336856258,52.39933866923283"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T14:55:21.602Z","","5.0491665443999745","","-1","MOTOROLA XT1068","","-6.6175248269020575","a0ea0520-3574-4371-b9a3-6af8c208632a.json","22.07833035997234","","","","_2j0olg5xp","Penparcau Survey 2016 - V1-3-20-07-2016 15h55m11s","CG","No","<i>blank</i>","","Nettle,Thistle,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.071986089397024,52.40576329712929"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-13T11:57:48.508Z","","12.139518900558981","","9","MOTOROLA XT1068","","-24.637019968349378","a0ea0520-3574-4371-b9a3-6af8c208632a.json","132.2287876896734","","","","_vjodduu3d","Penparcau Survey 2016 - V1-3-13-06-2016 12h57m42s","Chloe","No","<i>blank</i>","","Ivy,Thistle,Grasses",,"Yes","",,,,"Urban","Parks, playgrounds, allotments or community grasslands","Yes",,,,,"-4.058878399999983,52.403139899999985"
"","6.0.1","","Penparcau Survey 2016 - V1-3","2016-06-13T15:12:40.242Z","","6.902328347365956","","21","LGE NEXUS 5","","-25.61759778408955","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-156.04517921226596","","","","_4hqccu2bf","Penparcau Survey 2016 - V1-3-13-06-2016 16h12m25s","Chloe","No","<i>blank</i>","","Nettle,Ivy,Grasses",,"Yes","",,,,"Woodland",,"Yes","Lots of wild flowers, shrubs and plants",,,,"-4.0689467,52.403152799999994"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T10:29:34.765Z","","3.6063087190286445","","-1","MOTOROLA XT1068","","-20.78171115359922","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-36.1062480094254","","","","_290fz3nw4","Penparcau Survey 2016 - V1-3-19-07-2016 11h29m23s","CG","No","<i>blank</i>","","Nettle,Bird's foot trefoil,Thistle,Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.071324161751336,52.40048861063507"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-21T15:16:27.125Z","","6.354196701849148","","-1","MOTOROLA XT1068","","-21.39463183914865","a0ea0520-3574-4371-b9a3-6af8c208632a.json","133.9771931737916","","","","_rayvfeww8","Penparcau Survey 2016 - V1-3-21-06-2016 16h16m19s","Chloe new path","No","<i>blank</i>","","Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.079738750824416,52.40013002642732"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-14T11:09:27.907Z","","-1.5551593688178564","","13","MOTOROLA XT1068","","-24.230622005186326","a0ea0520-3574-4371-b9a3-6af8c208632a.json","68.21413742967118","","","","_0xk8fsk6s","Penparcau Survey 2016 - V1-3-14-07-2016 12h09m21s","Chloe test","Yes","<br/><a href="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-14-07-2016 12h09m21s/1468494529486.jpg"><img src="https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/Penparcau Survey 2016 - V1-3-14-07-2016 12h09m21s/1468494529486_thumb.jpg" style="width:100px;border:0;"></a>","1","Grasses","Long grass, maybe grazed, some flowers","No","","Brown","Meadow Brown","Resting",,,,,,,,"-4.08399589999999,52.401982799999764"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-19T12:52:11.352Z","","0.239729901511795","","11","MOTOROLA XT1068","","-17.09416544524291","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-68.19262916397481","","","","_jl958sfmu","Penparcau Survey 2016 - V1-3-19-07-2016 13h52m05s","CG","Yes","<i>blank</i>","1","Nettle,Thistle,Grasses",,"No","","Black",,"Feeding",,,,,,,"Red Admiral","-4.087014100000016,52.40275800000012"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-22T14:17:15.443Z","","11.18745285573538","","-1","MOTOROLA XT1068","","-28.30063269385396","a0ea0520-3574-4371-b9a3-6af8c208632a.json","79.99612495548398","","","","_cg35sffwz","Penparcau Survey 2016 - V1-3-22-07-2016 15h17m09s","CG","No","<i>blank</i>","","Ivy",,"No","",,,,,,,,,,,"-4.07962127974072,52.40780108036938"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-22T13:01:50.003Z","","18.195886911197015","","-1","MOTOROLA XT1068","","-21.158172397630103","a0ea0520-3574-4371-b9a3-6af8c208632a.json","83.61384393240795","","","","_1k3s0fqsb","Penparcau Survey 2016 - V1-3-22-07-2016 14h01m31s","CG","No","<i>blank</i>","","Ivy,Grasses",,"No","",,,,,,,,,,,"-4.076703250335849,52.404329435121234"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-20T13:15:13.368Z","","-11.650300624841293","","-1","MOTOROLA XT1068","","-13.621642629695067","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-46.11244099254823","","","","_ilzhafwfv","Penparcau Survey 2016 - V1-3-20-07-2016 14h15m02s","CG","No","<i>blank</i>","","Nettle,Dock or sorrel,Grasses",,"Yes","",,,,"Grassland",,"Yes",,"Long grass, maybe grazed, some flowers",,,"-4.070812269176514,52.40088319346374"
"","6.0","","Penparcau Survey 2016 - V1-3","2016-07-14T11:36:37.923Z","","2.1747441845631075","","15","MOTOROLA XT1068","","-15.213973168636603","a0ea0520-3574-4371-b9a3-6af8c208632a.json","-27.293553744134137","","","","_0az2wiavy","Penparcau Survey 2016 - V1-3-14-07-2016 12h36m32s","Chloe test","No","<i>blank</i>","","Dock or sorrel,Grasses",,"No","",,,,,,,,,,,"-4.0860212000000065,52.4032886999999"
"","5.0.2","","Penparcau Survey 2016 - V1-3","2016-06-09T09:57:20.131Z","","4.524768098701667","","-1","MOTOROLA XT1068","","-25.66485074031499","a0ea0520-3574-4371-b9a3-6af8c208632a.json","8.530594645965044","","","","_ivddlzg2o","Penparcau Survey 2016 - V1-3-09-06-2016 10h57m05s","Chloe","No","<i>blank</i>","","Nettle,Thistle,Dock or sorrel,Grasses",,"Yes","",,,,"Farmland",,"Yes",,,"Grazed field (sheep/cattle/horses etc.)",,"-4.079587504953454,52.40283975773258"
